,가장 많이 참여한 여가활동 (1순위),가장 만족스런 여가활동 (1순위),응답자 성별,연령,가구 소득,여가활동을 위한 월 평균 지출액,가장 많이 참여한 1순위 여가활동 동반자1,일주일 여가시간
2146,TV시청(IPTV포함),17,1,5,7,20000,2,7.0
2147,TV시청(IPTV포함),74,2,5,4,300000,1,28.0
2148,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,2,1,30000,3,9.0
2149,TV시청(IPTV포함),81,2,7,1,15000,1,9.0
2150,게임(온라인/모바일/콘솔게임등),63,1,2,7,500000,1,27.0
2151,게임(온라인/모바일/콘솔게임등),59,1,1,4,30000,1,60.0
2152,TV시청(IPTV포함),55,1,5,4,50000,2,41.0
2153,"모바일컨텐츠,동영상,VOD시청",63,1,4,5,200000,1,18.0
2154,TV시청(IPTV포함),84,1,6,3,30000,2,14.0
2155,TV시청(IPTV포함),74,2,3,4,300000,1,32.0
2156,인터넷검색/1인미디어제작/SNS,58,1,1,6,50000,1,31.0
2157,인터넷검색/1인미디어제작/SNS,77,2,3,7,400000,1,28.0
2158,TV시청(IPTV포함),74,2,4,6,100000,2,21.0
2159,TV시청(IPTV포함),48,1,3,7,50000,2,21.0
2160,게임(온라인/모바일/콘솔게임등),59,1,3,6,30000,1,18.0
2161,"모바일컨텐츠,동영상,VOD시청",75,2,2,2,30000,1,45.0
2162,TV시청(IPTV포함),55,1,6,5,30000,1,18.0
2163,TV시청(IPTV포함),41,1,5,6,50000,2,18.0
2164,TV시청(IPTV포함),81,2,6,7,100000,1,25.0
2165,"문화유적방문(고궁,절,유적지등)",38,2,5,6,50000,2,20.0
2166,인터넷검색/1인미디어제작/SNS,71,2,2,6,200000,1,18.0
2167,"문화유적방문(고궁,절,유적지등)",59,1,3,3,100000,2,25.0
2168,바둑/장기/체스,61,1,7,2,150000,3,84.0
2169,TV시청(IPTV포함),86,1,4,6,200000,2,31.0
2170,영화관람,74,2,3,5,300000,3,20.0
2171,인터넷검색/1인미디어제작/SNS,52,2,3,5,300000,1,22.0
2172,TV시청(IPTV포함),39,2,6,2,50000,2,55.0
2173,종교활동,38,2,5,7,150000,2,18.0
2174,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),39,2,3,5,100000,1,18.0
2175,산책및걷기,38,2,3,4,100000,2,25.0
2176,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,2,3,5,200000,1,18.0
2177,산책및걷기,48,2,4,3,100000,1,28.0
2178,인터넷검색/1인미디어제작/SNS,55,1,5,6,200000,1,20.0
2179,TV시청(IPTV포함),55,2,4,4,50000,2,60.0
2180,TV시청(IPTV포함),71,1,5,7,150000,1,16.0
2181,바둑/장기/체스,61,1,5,3,50000,3,20.0
2182,인터넷검색/1인미디어제작/SNS,48,1,3,4,150000,1,25.0
2183,TV시청(IPTV포함),39,1,4,5,300000,1,27.0
2184,음주,64,1,4,3,200000,3,20.0
2185,반려동물돌보기,7,1,5,3,300000,6,31.0
2186,TV시청(IPTV포함),51,2,4,3,20000,2,23.0
2187,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),48,2,5,5,50000,3,9.0
2188,TV시청(IPTV포함),7,2,4,4,300000,1,21.0
2189,TV시청(IPTV포함),74,2,6,3,30000,2,40.0
2190,TV시청(IPTV포함),38,1,5,4,30000,2,18.0
2191,인터넷검색/1인미디어제작/SNS,58,2,3,3,50000,1,41.0
2192,TV시청(IPTV포함),74,2,4,5,100000,2,45.0
2193,TV시청(IPTV포함),74,1,4,3,30000,2,22.0
2194,TV시청(IPTV포함),74,2,4,1,30000,1,46.0
2195,TV시청(IPTV포함),74,2,5,3,20000,2,32.0
2196,TV시청(IPTV포함),74,2,4,5,20000,2,32.0
2197,TV시청(IPTV포함),74,1,5,4,30000,1,41.0
2198,산책및걷기,71,2,5,6,100000,1,45.0
2199,TV시청(IPTV포함),39,1,5,7,500000,2,21.0
2200,TV시청(IPTV포함),86,1,3,1,30000,1,20.0
2201,TV시청(IPTV포함),39,1,4,3,100000,2,40.0
2202,TV시청(IPTV포함),47,1,4,4,120000,1,9.0
2203,TV시청(IPTV포함),74,2,2,4,50000,2,64.0
2204,TV시청(IPTV포함),74,1,5,7,50000,1,41.0
2205,TV시청(IPTV포함),74,2,5,7,50000,2,32.0
2206,게임(온라인/모바일/콘솔게임등),59,1,1,2,10000,1,18.0
2207,게임(온라인/모바일/콘솔게임등),59,1,4,5,10000,1,27.0
2208,"모바일컨텐츠,동영상,VOD시청",86,1,4,7,300000,1,21.0
2209,TV시청(IPTV포함),86,2,4,5,100000,2,18.0
2210,TV시청(IPTV포함),74,1,3,6,50000,2,45.0
2211,TV시청(IPTV포함),74,1,4,7,150000,2,45.0
2212,TV시청(IPTV포함),74,2,3,6,50000,2,36.0
2213,TV시청(IPTV포함),74,2,4,5,50000,2,41.0
2214,TV시청(IPTV포함),74,2,4,7,50000,1,36.0
2215,"모바일컨텐츠,동영상,VOD시청",75,1,2,2,30000,1,45.0
2216,쇼핑/외식,63,2,2,2,50000,3,46.0
2217,TV시청(IPTV포함),74,2,4,5,20000,1,60.0
2218,TV시청(IPTV포함),74,1,4,7,100000,2,36.0
2219,TV시청(IPTV포함),74,2,5,5,50000,2,41.0
2220,TV시청(IPTV포함),74,1,4,7,130000,2,32.0
2221,"모바일컨텐츠,동영상,VOD시청",64,2,2,2,30000,1,45.0
2222,산책및걷기,39,1,5,1,40000,1,42.0
2223,"모바일컨텐츠,동영상,VOD시청",75,1,3,6,50000,1,45.0
2224,"모바일컨텐츠,동영상,VOD시청",75,2,2,5,50000,1,46.0
2225,TV시청(IPTV포함),74,2,3,5,50000,2,41.0
2226,"모바일컨텐츠,동영상,VOD시청",75,2,3,6,50000,1,50.0
2227,TV시청(IPTV포함),74,1,5,6,50000,2,45.0
2228,인터넷검색/1인미디어제작/SNS,48,2,4,7,100000,1,25.0
2229,"모바일컨텐츠,동영상,VOD시청",86,1,3,6,300000,1,40.0
2230,"모바일컨텐츠,동영상,VOD시청",75,1,4,4,80000,1,45.0
2231,TV시청(IPTV포함),74,1,6,6,70000,1,14.0
2232,인터넷검색/1인미디어제작/SNS,39,2,4,5,200000,1,11.0
2233,TV시청(IPTV포함),81,2,6,7,150000,2,11.0
2234,TV시청(IPTV포함),38,1,5,5,50000,2,20.0
2235,TV시청(IPTV포함),39,2,7,2,200000,1,35.0
2236,TV시청(IPTV포함),63,2,5,7,200000,2,25.0
2237,TV시청(IPTV포함),86,2,4,3,200000,1,50.0
2238,TV시청(IPTV포함),55,1,7,2,30000,2,14.0
2239,TV시청(IPTV포함),55,1,6,1,30000,2,18.0
2240,TV시청(IPTV포함),74,2,5,5,50000,1,45.0
2241,게임(온라인/모바일/콘솔게임등),59,1,3,7,30000,1,45.0
2242,음주,64,1,4,5,50000,3,41.0
2243,TV시청(IPTV포함),74,2,4,4,50000,2,36.0
2244,TV시청(IPTV포함),74,2,4,5,30000,2,36.0
2245,TV시청(IPTV포함),74,2,4,4,50000,2,32.0
2246,TV시청(IPTV포함),74,2,5,6,50000,1,45.0
2247,TV시청(IPTV포함),39,2,5,5,50000,2,14.0
2248,TV시청(IPTV포함),74,2,4,3,30000,2,27.0
2249,게임(온라인/모바일/콘솔게임등),59,1,2,3,300000,1,45.0
2250,종교활동,81,1,6,3,30000,2,21.0
2251,TV시청(IPTV포함),39,2,4,5,30000,2,13.0
2252,TV시청(IPTV포함),74,2,5,3,50000,2,64.0
2253,반려동물돌보기,52,2,2,6,100000,1,25.0
2254,친구만남/이성교제/미팅/소개팅,55,1,2,5,70000,3,32.0
2255,TV시청(IPTV포함),38,2,6,3,10000,2,21.0
2256,음주,71,1,6,4,100000,1,11.0
2257,영화관람,63,2,2,3,50000,3,24.0
2258,TV시청(IPTV포함),48,1,5,3,100000,2,32.0
2259,TV시청(IPTV포함),74,1,5,5,100000,2,18.0
2260,독서(웹소설포함),65,2,5,2,300000,1,28.0
2261,"모바일컨텐츠,동영상,VOD시청",63,1,3,6,300000,1,23.0
2262,TV시청(IPTV포함),48,1,5,2,300000,2,31.0
2263,인터넷검색/1인미디어제작/SNS,75,2,1,3,10000,1,15.0
2264,게임(온라인/모바일/콘솔게임등),58,1,3,6,30000,1,18.0
2265,TV시청(IPTV포함),43,2,5,4,30000,2,20.0
2266,인터넷검색/1인미디어제작/SNS,58,1,3,4,100000,1,27.0
2267,인터넷검색/1인미디어제작/SNS,42,1,3,5,50000,1,25.0
2268,TV시청(IPTV포함),74,2,3,3,30000,2,41.0
2269,음주,42,1,3,3,50000,1,20.0
2270,TV시청(IPTV포함),39,1,5,7,500000,2,21.0
2271,인터넷검색/1인미디어제작/SNS,42,1,4,3,50000,1,20.0
2272,종교활동,81,1,6,7,300000,2,18.0
2273,TV시청(IPTV포함),39,2,3,3,100000,1,27.0
2274,TV시청(IPTV포함),83,2,5,7,200000,2,16.0
2275,TV시청(IPTV포함),74,2,3,5,50000,2,45.0
2276,"모바일컨텐츠,동영상,VOD시청",75,1,5,4,50000,1,20.0
2277,TV시청(IPTV포함),74,2,1,7,300000,1,26.0
2278,TV시청(IPTV포함),86,1,6,4,30000,2,28.0
2279,TV시청(IPTV포함),83,2,5,5,100000,2,18.0
2280,TV시청(IPTV포함),7,1,5,3,300000,2,41.0
2281,인터넷검색/1인미디어제작/SNS,59,1,3,6,30000,1,32.0
2282,인터넷검색/1인미디어제작/SNS,58,1,3,4,30000,1,45.0
2283,TV시청(IPTV포함),74,1,3,6,60000,1,45.0
2284,인터넷검색/1인미디어제작/SNS,58,1,3,4,50000,1,25.0
2285,TV시청(IPTV포함),63,2,3,6,300000,2,21.0
2286,"모바일컨텐츠,동영상,VOD시청",7,1,3,7,400000,1,20.0
2287,TV시청(IPTV포함),74,1,5,3,200000,1,25.0
2288,인터넷검색/1인미디어제작/SNS,51,1,2,3,100000,1,22.0
2289,TV시청(IPTV포함),41,1,4,4,100000,2,25.0
2290,TV시청(IPTV포함),38,2,4,5,200000,1,30.0
2291,TV시청(IPTV포함),39,2,5,5,50000,2,22.0
2292,인터넷검색/1인미디어제작/SNS,58,1,4,7,100000,1,30.0
2293,TV시청(IPTV포함),42,2,2,4,100000,2,46.0
2294,게임(온라인/모바일/콘솔게임등),42,1,4,5,200000,1,28.0
2295,TV시청(IPTV포함),85,2,7,1,30000,1,16.0
2296,게임(온라인/모바일/콘솔게임등),59,1,5,1,30000,1,28.0
2297,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),55,1,5,6,50000,2,25.0
2298,영화관람,7,2,2,7,60000,3,21.0
2299,TV시청(IPTV포함),81,2,4,7,200000,2,21.0
2300,TV시청(IPTV포함),74,1,5,4,50000,2,35.0
2301,TV시청(IPTV포함),48,2,3,4,200000,2,18.0
2302,게임(온라인/모바일/콘솔게임등),59,1,1,5,50000,1,29.0
2303,TV시청(IPTV포함),48,1,3,5,150000,2,29.0
2304,TV시청(IPTV포함),81,2,3,4,100000,1,18.0
2305,"생활공예(십자수,비즈공예)",58,2,5,3,100000,1,23.0
2306,TV시청(IPTV포함),86,1,4,7,50000,1,45.0
2307,TV시청(IPTV포함),74,1,6,5,100000,1,56.0
2308,인터넷검색/1인미디어제작/SNS,58,1,4,6,50000,1,45.0
2309,TV시청(IPTV포함),74,2,3,4,50000,2,36.0
2310,TV시청(IPTV포함),71,1,6,5,50000,2,49.0
2311,산책및걷기,71,1,5,6,100000,2,25.0
2312,TV시청(IPTV포함),74,2,4,7,50000,1,64.0
2313,인터넷검색/1인미디어제작/SNS,74,1,4,4,200000,1,20.0
2314,TV시청(IPTV포함),74,2,5,3,50000,1,50.0
2315,TV시청(IPTV포함),74,1,5,7,30000,1,45.0
2316,인터넷검색/1인미디어제작/SNS,58,2,4,5,50000,1,45.0
2317,TV시청(IPTV포함),74,2,3,4,50000,1,41.0
2318,TV시청(IPTV포함),38,1,5,6,100000,2,20.0
2319,인터넷검색/1인미디어제작/SNS,58,1,4,6,200000,1,42.0
2320,인터넷검색/1인미디어제작/SNS,58,1,4,5,300000,1,27.0
2321,"모바일컨텐츠,동영상,VOD시청",71,1,4,6,250000,1,27.0
2322,인터넷검색/1인미디어제작/SNS,58,2,2,6,200000,1,27.0
2323,TV시청(IPTV포함),74,1,5,7,50000,1,54.0
2324,TV시청(IPTV포함),38,2,4,5,50000,2,56.0
2325,TV시청(IPTV포함),63,2,7,4,30000,1,16.0
2326,TV시청(IPTV포함),85,1,5,4,200000,2,25.0
2327,독서(웹소설포함),65,2,3,4,50000,1,16.0
2328,동호회모임,87,1,6,2,200000,5,25.0
2329,TV시청(IPTV포함),75,1,4,4,10000,1,9.0
2330,TV시청(IPTV포함),17,1,6,1,10000,1,84.0
2331,아무것도안하기,79,1,4,4,10000,1,98.0
2332,TV시청(IPTV포함),71,1,5,6,10000,2,31.0
2333,TV시청(IPTV포함),7,1,5,1,20000,1,42.0
2334,산책및걷기,83,2,3,5,510000,2,10.0
2335,TV시청(IPTV포함),84,1,2,3,200000,2,27.0
2336,TV시청(IPTV포함),7,2,4,2,100000,1,13.0
2337,아무것도안하기,79,1,3,3,10000,1,18.0
2338,"모바일컨텐츠,동영상,VOD시청",7,2,2,3,50000,1,26.5
2339,산책및걷기,71,2,5,4,100000,1,32.0
2340,친구만남/이성교제/미팅/소개팅,86,1,4,3,150000,3,20.0
2341,친구만남/이성교제/미팅/소개팅,86,1,5,6,200000,3,20.0
2342,TV시청(IPTV포함),74,1,5,2,50000,1,32.0
2343,TV시청(IPTV포함),63,2,4,6,100000,2,22.5
2344,TV시청(IPTV포함),84,2,3,6,200000,2,27.0
2345,산책및걷기,71,2,5,6,100000,1,16.0
2346,산책및걷기,71,2,6,4,100000,1,16.0
2347,"모바일컨텐츠,동영상,VOD시청",75,2,2,6,200000,1,21.0
2348,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,4,6,100000,3,32.0
2349,TV시청(IPTV포함),74,1,4,1,100000,1,70.0
2350,"모바일컨텐츠,동영상,VOD시청",7,1,2,6,50000,1,70.0
2351,TV시청(IPTV포함),74,1,1,5,120000,1,30.0
2352,게임(온라인/모바일/콘솔게임등),66,2,1,7,10000,1,21.0
2353,게임(온라인/모바일/콘솔게임등),59,2,3,3,50000,1,36.0
2354,인터넷검색/1인미디어제작/SNS,65,1,2,7,50000,1,25.0
2355,게임(온라인/모바일/콘솔게임등),59,1,3,5,300000,1,32.0
2356,"모바일컨텐츠,동영상,VOD시청",7,1,2,4,300000,1,32.0
2357,"모바일컨텐츠,동영상,VOD시청",75,1,1,7,600000,1,37.0
2358,"모바일컨텐츠,동영상,VOD시청",7,1,3,4,300000,1,25.0
2359,"모바일컨텐츠,동영상,VOD시청",7,1,2,7,300000,1,27.0
2360,"모바일컨텐츠,동영상,VOD시청",7,1,3,4,300000,1,25.0
2361,게임(온라인/모바일/콘솔게임등),66,1,4,3,100000,1,55.0
2362,게임(온라인/모바일/콘솔게임등),63,1,5,3,30000,1,27.0
2363,"모바일컨텐츠,동영상,VOD시청",75,1,2,3,500000,1,23.0
2364,산책및걷기,55,1,6,2,30000,1,11.0
2365,산책및걷기,71,1,5,7,10000,3,14.0
2366,TV시청(IPTV포함),74,1,7,1,100000,1,42.0
2367,TV시청(IPTV포함),74,2,7,1,70000,1,56.0
2368,TV시청(IPTV포함),55,2,5,4,20000,2,11.0
2369,TV시청(IPTV포함),59,1,4,5,100000,2,25.0
2370,TV시청(IPTV포함),55,1,5,5,50000,2,11.0
2371,TV시청(IPTV포함),63,1,5,7,200000,2,18.0
2372,TV시청(IPTV포함),55,1,5,3,300000,1,36.0
2373,TV시청(IPTV포함),55,1,5,7,300000,1,36.0
2374,TV시청(IPTV포함),71,1,5,1,40000,1,21.0
2375,음주,64,1,6,2,200000,3,31.0
2376,TV시청(IPTV포함),64,1,4,3,200000,2,36.0
2377,TV시청(IPTV포함),74,1,3,6,100000,1,70.0
2378,TV시청(IPTV포함),71,2,6,1,50000,1,56.0
2379,TV시청(IPTV포함),55,1,5,2,250000,1,45.0
2380,TV시청(IPTV포함),63,1,4,7,1000000,1,35.0
2381,TV시청(IPTV포함),17,1,4,4,50000,2,18.0
2382,게임(온라인/모바일/콘솔게임등),7,1,2,3,300000,1,31.0
2383,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,1,2,3,100000,3,11.0
2384,게임(온라인/모바일/콘솔게임등),59,1,2,7,100000,1,25.0
2385,게임(온라인/모바일/콘솔게임등),86,1,2,3,200000,1,18.0
2386,게임(온라인/모바일/콘솔게임등),59,2,1,4,20000,1,35.0
2387,TV시청(IPTV포함),81,2,3,1,40000,1,14.0
2388,반려동물돌보기,52,1,5,5,10000,2,11.0
2389,인터넷검색/1인미디어제작/SNS,58,1,4,4,200000,1,21.0
2390,반려동물돌보기,64,1,6,1,50000,1,37.0
2391,TV시청(IPTV포함),74,1,6,7,100000,2,20.0
2392,게임(온라인/모바일/콘솔게임등),7,2,4,7,300000,1,11.0
2393,TV시청(IPTV포함),74,1,3,5,100000,1,18.0
2394,TV시청(IPTV포함),74,2,2,1,100000,1,45.0
2395,TV시청(IPTV포함),74,2,7,2,50000,1,35.0
2396,TV시청(IPTV포함),71,2,5,2,50000,1,16.0
2397,TV시청(IPTV포함),7,2,3,3,200000,1,45.0
2398,음악감상,66,2,1,3,50000,1,25.0
2399,온라인게임경기관람(e-스포츠경기포함),17,1,2,1,150000,1,21.0
2400,영화관람,65,1,2,6,300000,3,36.0
2401,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",41,2,2,1,20000,1,23.0
2402,인터넷검색/1인미디어제작/SNS,58,1,3,4,50000,1,14.0
2403,"모바일컨텐츠,동영상,VOD시청",75,2,3,3,300000,1,50.0
2404,온라인게임경기관람(e-스포츠경기포함),7,1,2,3,80000,1,16.0
2405,TV시청(IPTV포함),29,1,4,4,100000,1,28.0
2406,영화관람,17,1,2,7,10000,3,21.0
2407,산책및걷기,71,1,2,7,70000,2,16.0
2408,TV시청(IPTV포함),29,2,2,6,700000,2,52.5
2409,인터넷검색/1인미디어제작/SNS,24,1,5,7,300000,1,23.0
2410,골프,24,1,6,7,700000,3,45.0
2411,게임(온라인/모바일/콘솔게임등),29,1,2,2,300000,3,21.0
2412,골프,24,1,4,4,300000,3,23.0
2413,온라인게임경기관람(e-스포츠경기포함),41,1,3,3,70000,1,14.0
2414,게임(온라인/모바일/콘솔게임등),59,1,3,3,200000,1,40.6
2415,만화보기(웹툰포함),66,1,3,6,150000,1,60.0
2416,게임(온라인/모바일/콘솔게임등),7,1,3,3,100000,1,20.0
2417,헬스(보디빌딩)/에어로빅,29,1,3,4,120000,1,19.0
2418,TV시청(IPTV포함),22,1,2,4,50000,1,14.0
2419,친구만남/이성교제/미팅/소개팅,86,2,2,6,300000,3,50.0
2420,헬스(보디빌딩)/에어로빅,29,1,1,4,150000,1,37.0
2421,"모바일컨텐츠,동영상,VOD시청",29,1,2,4,300000,1,39.0
2422,TV시청(IPTV포함),40,1,3,4,70000,1,20.0
2423,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",79,1,3,6,100000,2,16.0
2424,"농구,배구,야구,축구,족구",20,1,2,3,100000,3,9.0
2425,게임(온라인/모바일/콘솔게임등),59,1,1,4,50000,1,25.0
2426,TV시청(IPTV포함),17,1,4,4,300000,1,15.0
2427,게임(온라인/모바일/콘솔게임등),59,1,1,6,100000,1,30.0
2428,게임(온라인/모바일/콘솔게임등),59,1,2,1,200000,1,70.0
2429,"모바일컨텐츠,동영상,VOD시청",59,1,1,5,30000,1,20.0
2430,게임(온라인/모바일/콘솔게임등),41,1,2,6,30000,1,21.0
2431,종교활동,81,1,6,4,1000000,2,32.0
2432,"농구,배구,야구,축구,족구",20,1,1,4,20000,3,11.0
2433,TV시청(IPTV포함),59,2,2,3,70000,1,9.0
2434,인터넷검색/1인미디어제작/SNS,59,1,2,2,100000,1,27.0
2435,친구만남/이성교제/미팅/소개팅,86,1,1,4,15000,3,16.0
2436,친구만남/이성교제/미팅/소개팅,86,1,2,6,10000,3,16.0
2437,사이클링/산악자전거,35,1,2,7,400000,1,28.0
2438,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),59,1,1,4,10000,3,21.0
2439,"농구,배구,야구,축구,족구",59,1,2,2,50000,3,21.0
2440,"농구,배구,야구,축구,족구",20,1,4,4,100000,5,27.0
2441,친구만남/이성교제/미팅/소개팅,86,1,1,5,70000,3,9.0
2442,인터넷검색/1인미디어제작/SNS,7,1,2,4,100000,3,45.0
2443,인터넷검색/1인미디어제작/SNS,86,1,4,4,300000,1,27.0
2444,헬스(보디빌딩)/에어로빅,29,1,2,7,400000,1,45.0
2445,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",71,1,3,4,100000,1,18.0
2446,인터넷검색/1인미디어제작/SNS,59,1,2,5,150000,1,22.0
2447,"농구,배구,야구,축구,족구",20,1,3,6,500000,5,26.0
2448,게임(온라인/모바일/콘솔게임등),59,1,2,6,150000,1,30.0
2449,"모바일컨텐츠,동영상,VOD시청",59,1,1,7,20000,1,30.0
2450,게임(온라인/모바일/콘솔게임등),59,1,1,4,50000,1,59.0
2451,"모바일컨텐츠,동영상,VOD시청",75,1,2,1,200000,1,35.4
2452,"모바일컨텐츠,동영상,VOD시청",20,1,3,5,500000,1,41.0
2453,게임(온라인/모바일/콘솔게임등),59,1,2,6,200000,1,37.6
2454,헬스(보디빌딩)/에어로빅,20,1,2,7,100000,1,35.0
2455,헬스(보디빌딩)/에어로빅,29,1,2,4,40000,1,15.0
2456,게임(온라인/모바일/콘솔게임등),59,1,3,1,150000,1,30.0
2457,음악감상,17,1,1,5,6000,1,16.0
2458,헬스(보디빌딩)/에어로빅,29,2,2,5,150000,3,18.0
2459,"모바일컨텐츠,동영상,VOD시청",75,1,3,4,300000,1,31.0
2460,인터넷검색/1인미디어제작/SNS,58,1,2,5,50000,1,39.0
2461,게임(온라인/모바일/콘솔게임등),59,1,3,4,200000,1,22.0
2462,인터넷검색/1인미디어제작/SNS,48,1,3,5,100000,1,40.0
2463,반려동물돌보기,59,1,2,5,300000,1,36.0
2464,라디오/팟캐스트청취,64,1,3,5,250000,1,43.5
2465,"모바일컨텐츠,동영상,VOD시청",59,1,4,4,450000,1,60.0
2466,온라인게임경기관람(e-스포츠경기포함),19,1,4,6,100000,1,9.0
2467,게임(온라인/모바일/콘솔게임등),59,1,1,4,30000,1,29.0
2468,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,3,4,50000,1,11.0
2469,음주,31,1,4,4,100000,3,20.0
2470,신문/잡지보기,78,1,6,2,80000,1,39.0
2471,산책및걷기,33,1,1,6,100000,1,21.0
2472,TV시청(IPTV포함),56,2,4,5,50000,2,12.9
2473,TV시청(IPTV포함),29,1,5,7,100000,2,18.0
2474,산책및걷기,65,1,7,2,100000,1,21.0
2475,산책및걷기,65,1,3,6,200000,2,15.0
2476,"모바일컨텐츠,동영상,VOD시청",17,1,3,3,300000,1,23.0
2477,"격투스포츠(태권도,유도,합기도,검도,권투등)",33,1,5,7,500000,5,20.0
2478,"볼링,탁구",59,2,5,7,400000,5,70.0
2479,TV시청(IPTV포함),24,1,3,6,300000,2,25.0
2480,골프,24,1,3,4,500000,1,50.0
2481,산책및걷기,71,1,2,1,20000,1,36.0
2482,인터넷검색/1인미디어제작/SNS,59,1,2,3,50000,1,70.0
2483,인터넷검색/1인미디어제작/SNS,59,1,2,3,200000,1,41.0
2484,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",59,1,3,4,250000,1,41.0
2485,"테니스,스쿼시",21,1,5,7,300000,5,37.0
2486,아무것도안하기,17,1,4,7,100000,1,26.0
2487,인터넷검색/1인미디어제작/SNS,20,1,3,7,200000,1,34.0
2488,TV시청(IPTV포함),65,1,4,3,50000,2,50.0
2489,TV시청(IPTV포함),77,2,4,1,100000,2,70.0
2490,게임(온라인/모바일/콘솔게임등),86,1,1,3,20000,1,25.0
2491,게임(온라인/모바일/콘솔게임등),18,1,4,7,200000,1,21.0
2492,인터넷검색/1인미디어제작/SNS,7,1,2,1,600000,1,42.0
2493,인터넷검색/1인미디어제작/SNS,59,1,2,4,100000,1,32.0
2494,영화관람,7,1,1,4,20000,3,18.0
2495,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",52,2,5,5,100000,1,27.0
2496,TV시청(IPTV포함),46,1,2,3,100000,2,18.0
2497,산책및걷기,71,2,5,6,100000,1,16.0
2498,쇼핑/외식,63,1,3,4,300000,2,18.0
2499,게임(온라인/모바일/콘솔게임등),41,1,2,7,150000,1,34.0
2500,육상/조깅/속보,32,2,2,3,300000,1,14.0
2501,게임(온라인/모바일/콘솔게임등),40,2,3,3,100000,1,69.0
2502,산책및걷기,55,1,6,3,80000,1,45.0
2503,반려동물돌보기,50,2,4,6,300000,2,27.0
2504,TV시청(IPTV포함),58,2,3,5,100000,2,23.0
2505,게임(온라인/모바일/콘솔게임등),74,1,3,5,30000,1,20.0
2506,요가/필라테스/태보,30,2,5,6,50000,1,25.0
2507,인터넷검색/1인미디어제작/SNS,81,1,4,7,150000,1,25.0
2508,영화관람,7,2,3,1,500000,3,46.0
2509,영화관람,39,2,2,3,100000,3,16.0
2510,TV시청(IPTV포함),39,2,3,4,250000,2,25.0
2511,"모바일컨텐츠,동영상,VOD시청",30,2,2,7,250000,1,16.0
2512,산책및걷기,71,1,3,7,100000,1,32.0
2513,헬스(보디빌딩)/에어로빅,29,1,2,7,200000,1,40.0
2514,음주,64,1,4,5,60000,3,16.0
2515,인터넷검색/1인미디어제작/SNS,71,1,5,5,300000,1,26.0
2516,아무것도안하기,79,1,1,5,30000,1,23.0
2517,"생활공예(십자수,비즈공예)",63,2,5,7,200000,1,40.0
2518,TV시청(IPTV포함),86,2,3,7,50000,2,36.0
